지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 순간 풍속(m/s),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),평균 현지기압(hPa),최저 해면기압(hPa),합계 일사량(MJ/m2),평균 전운량(1/10),평균 중하층운량(1/10),일교차(°C)
부산,2018-11-02,13.3,8.2,19.6,0.0,6.0,4.1,1.2,29.0,53.4,1018.9,1026.3,16.16,0.0,0.0,11.400000000000002
부산,2018-11-03,13.9,9.2,20.7,0.0,6.3,4.6,1.2,30.0,51.6,1016.7,1023.2,15.36,2.3,0.0,11.5
부산,2018-11-04,15.3,11.0,22.5,0.0,7.5,5.4,2.4,24.0,47.6,1013.0,1019.1,15.9,1.1,0.0,11.5
부산,2018-11-05,15.1,10.4,21.3,0.0,7.4,4.9,1.9,40.0,64.6,1014.2,1021.0,14.88,0.8,0.4,10.9
부산,2018-11-06,16.4,12.2,22.0,0.0,7.7,4.2,2.2,46.0,68.6,1016.1,1023.4,14.26,2.6,0.3,9.8
부산,2018-11-07,16.9,14.7,20.1,0.0,7.1,3.3,2.4,53.0,69.5,1015.4,1021.7,6.26,9.3,3.8,5.400000000000002
부산,2018-11-08,16.8,15.2,18.8,101.2,20.7,11.7,4.7,72.0,91.3,1007.2,1009.8,0.98,9.6,7.3,3.6000000000000014
부산,2018-11-09,14.3,11.8,17.9,101.2,14.5,10.1,4.5,43.0,63.6,1009.7,1010.9,10.63,3.0,3.0,6.099999999999998
부산,2018-11-10,14.2,10.6,19.6,101.2,8.8,5.7,2.8,32.0,56.4,1015.7,1022.5,14.45,0.0,0.0,9.000000000000002
부산,2018-11-11,14.4,10.2,20.6,1.0,7.3,5.6,1.2,47.0,66.4,1012.8,1019.1,11.05,5.9,4.9,10.400000000000002
부산,2018-11-12,12.6,11.0,15.2,2.8,7.8,5.6,2.1,61.0,77.3,1009.2,1016.3,4.81,8.9,7.1,4.199999999999999
부산,2018-11-13,12.8,10.3,18.4,0.0,9.2,5.0,3.1,53.0,71.6,1009.9,1016.8,11.05,3.8,3.3,8.099999999999998
부산,2018-11-14,12.7,9.0,19.1,0.0,7.5,3.7,2.5,44.0,68.0,1014.1,1020.1,14.07,1.1,1.1,10.100000000000001
부산,2018-11-15,13.3,8.9,18.8,0.0,6.5,3.4,1.6,44.0,65.6,1015.9,1023.4,13.19,2.3,0.5,9.9
부산,2018-11-16,12.7,10.5,16.5,0.0,7.9,4.4,1.6,53.0,71.0,1012.3,1019.2,4.58,8.0,6.4,6.0
부산,2018-11-17,12.4,9.7,18.1,0.0,10.6,6.4,1.9,40.0,57.1,1012.3,1019.4,12.9,1.6,0.0,8.400000000000002
부산,2018-11-18,10.3,9.1,12.9,0.0,10.9,6.1,3.5,28.0,39.5,1010.8,1017.8,4.92,8.0,7.8,3.8000000000000007
부산,2018-11-19,11.1,7.6,17.2,0.0,10.0,5.8,2.5,29.0,40.1,1012.7,1019.4,12.28,3.0,1.4,9.6
부산,2018-11-20,10.2,6.6,15.3,0.0,9.6,5.7,3.0,25.0,42.3,1016.1,1022.6,13.71,0.3,0.3,8.700000000000001
부산,2018-11-21,10.9,7.9,13.5,0.0,8.1,4.7,1.6,30.0,39.9,1013.7,1019.4,5.32,9.1,4.8,5.6
부산,2018-11-22,7.5,4.2,12.3,0.0,13.4,7.0,3.1,17.0,35.0,1014.5,1019.2,14.14,1.3,0.8,8.100000000000001
부산,2018-11-23,6.1,2.7,11.9,0.0,10.1,4.9,2.1,20.0,33.8,1019.3,1026.3,13.27,0.6,0.0,9.2
부산,2018-11-24,7.7,3.2,12.5,2.3,8.4,5.9,1.4,30.0,67.3,1016.1,1022.3,4.31,4.0,3.1,9.3
부산,2018-11-25,9.7,6.2,14.8,2.3,7.9,5.0,1.8,47.0,67.6,1015.2,1022.2,12.13,3.8,0.4,8.600000000000001
부산,2018-11-26,11.1,5.8,16.8,2.3,8.9,5.6,1.8,42.0,61.1,1015.7,1022.6,11.32,2.6,0.0,11.0
부산,2018-11-27,14.0,10.6,19.9,2.3,8.3,6.1,2.3,31.0,53.1,1013.1,1019.3,12.98,0.5,0.1,9.299999999999999
부산,2018-11-28,11.6,7.9,17.8,2.3,9.0,5.0,1.7,28.0,52.1,1013.4,1019.4,11.4,1.1,0.0,9.9
부산,2018-11-29,10.4,6.0,15.9,2.3,5.3,3.6,0.9,20.0,41.1,1016.6,1023.4,10.97,2.8,1.9,9.9
부산,2018-11-30,11.4,7.4,16.4,2.3,9.0,6.6,1.8,31.0,46.8,1016.5,1023.2,11.12,1.0,0.0,8.999999999999998
부산,2018-12-01,10.4,7.8,14.2,2.3,6.7,5.0,2.1,29.0,49.9,1017.8,1024.1,7.16,7.6,1.0,6.3999999999999995
부산,2018-12-02,14.1,9.5,18.8,0.0,6.6,3.5,2.1,52.0,69.0,1015.6,1021.4,11.0,5.0,3.0,9.3
부산,2018-12-03,16.8,14.5,18.8,17.2,10.8,7.3,2.7,87.0,94.3,1008.9,1015.0,3.57,8.4,6.9,4.300000000000001
부산,2018-12-04,14.6,10.3,16.8,27.9,11.2,5.7,2.0,34.0,78.1,1006.9,1011.5,2.91,9.3,5.6,6.5
부산,2018-12-05,9.7,4.8,14.9,27.9,13.0,7.5,2.6,30.0,49.1,1014.5,1019.8,11.74,5.1,2.0,10.100000000000001
부산,2018-12-06,7.3,5.1,9.8,3.1,15.6,7.7,3.1,50.0,72.3,1011.3,1017.7,4.32,9.6,4.9,4.700000000000001
부산,2018-12-07,0.5,-3.2,5.2,3.1,10.4,5.3,2.8,24.0,39.5,1018.9,1021.1,7.61,9.0,1.8,8.4
부산,2018-12-08,-1.9,-5.4,3.0,3.1,8.5,5.2,2.3,31.0,39.5,1022.6,1029.6,12.22,2.5,0.0,8.4
부산,2018-12-09,-0.5,-4.1,4.9,3.1,11.6,6.1,3.3,18.0,29.3,1024.3,1031.6,12.51,5.1,0.0,9.0
부산,2018-12-10,4.0,-2.4,10.7,3.1,7.6,4.6,2.0,14.0,36.5,1022.7,1029.2,12.23,0.9,0.4,13.1
부산,2018-12-11,5.8,3.0,8.3,2.8,9.9,5.9,3.5,69.0,83.3,1016.3,1021.7,2.73,9.1,6.5,5.300000000000001
부산,2018-12-12,2.9,0.5,7.2,2.8,11.8,7.3,3.6,27.0,46.5,1017.1,1022.8,12.4,0.0,0.0,6.7
부산,2018-12-13,3.2,-1.5,8.1,2.8,12.1,8.0,3.6,29.0,44.9,1019.0,1025.2,12.0,1.0,1.0,9.6
부산,2018-12-14,1.2,-2.2,6.2,2.8,11.1,7.4,4.3,20.0,35.5,1023.0,1029.7,12.61,0.0,0.0,8.4
부산,2018-12-15,4.0,-1.5,10.4,2.8,7.5,5.4,1.8,22.0,36.6,1021.8,1026.8,11.92,1.9,0.0,11.9
부산,2018-12-16,4.7,3.3,8.7,4.4,8.1,6.1,2.4,28.0,66.9,1011.4,1016.8,2.46,7.0,5.0,5.3999999999999995
부산,2018-12-17,5.9,3.1,9.4,4.4,10.3,7.0,3.7,29.0,51.8,1008.9,1015.4,9.59,1.0,1.0,6.300000000000001
부산,2018-12-18,5.6,1.8,9.7,4.4,7.7,5.1,2.2,38.0,50.4,1012.7,1019.8,11.26,0.6,0.6,7.8999999999999995
부산,2018-12-19,9.6,5.2,13.7,4.4,12.2,7.7,4.7,43.0,55.4,1012.5,1019.7,10.22,3.8,0.0,8.5
부산,2018-12-20,10.3,8.3,12.2,4.4,6.4,4.6,1.8,50.0,59.8,1013.6,1019.6,3.45,6.9,3.8,3.8999999999999986
부산,2018-12-21,11.9,8.0,17.2,4.4,5.8,3.3,1.6,53.0,71.0,1013.5,1019.8,6.78,1.8,1.3,9.2
부산,2018-12-22,12.5,9.4,17.6,0.0,8.5,5.6,1.6,37.0,62.1,1012.9,1019.8,10.55,3.8,2.5,8.200000000000001
부산,2018-12-23,8.8,3.9,13.3,3.6,8.7,5.8,2.3,25.0,52.6,1012.3,1018.3,8.21,4.5,2.3,9.4
부산,2018-12-24,3.9,0.9,8.2,3.6,12.9,8.6,4.0,16.0,25.6,1015.9,1022.8,12.89,1.6,0.0,7.299999999999999
부산,2018-12-25,5.0,0.2,9.9,3.6,9.6,6.7,3.2,18.0,27.8,1014.5,1021.3,11.23,6.3,4.1,9.700000000000001
부산,2018-12-26,6.9,3.8,11.0,0.0,10.6,7.0,2.8,19.0,39.3,1012.7,1019.0,8.81,8.5,5.0,7.2
부산,2018-12-27,0.5,-4.7,4.9,0.0,12.0,5.6,3.2,11.0,17.0,1014.9,1020.3,12.65,2.8,1.3,9.600000000000001
부산,2018-12-28,-3.5,-7.1,1.2,0.0,13.9,8.0,4.1,18.0,27.4,1018.5,1025.0,12.82,0.0,0.0,8.299999999999999
부산,2018-12-29,-2.2,-5.5,2.1,0.0,14.5,8.8,4.6,18.0,26.3,1021.6,1028.3,12.87,0.0,0.0,7.6
부산,2018-12-30,-0.7,-5.2,5.6,0.0,10.7,6.6,3.5,17.0,30.4,1025.4,1031.0,12.54,2.6,1.1,10.8
부산,2018-12-31,3.9,-0.1,10.6,0.0,9.1,6.4,2.4,24.0,36.5,1024.8,1031.2,8.93,6.1,3.4,10.7
부산,2019-01-01,1.0,-1.9,5.5,0.0,12.5,7.1,4.2,24.0,41.9,1021.6,1027.8,12.34,0.4,0.1,7.4
부산,2019-01-02,1.2,-2.5,6.4,0.0,14.1,6.3,3.2,26.0,34.6,1022.2,1029.4,12.64,0.0,0.0,8.9
부산,2019-01-03,3.0,-1.7,8.4,0.0,10.8,6.0,3.5,14.0,22.0,1023.5,1030.0,12.83,0.0,0.0,10.1
부산,2019-01-04,5.0,1.4,8.2,0.0,9.0,6.8,3.1,15.0,22.3,1019.9,1024.8,7.69,5.4,4.8,6.799999999999999
부산,2019-01-05,5.5,2.2,10.7,0.0,9.7,5.6,2.9,17.0,31.8,1014.7,1021.4,10.25,4.6,4.4,8.5
부산,2019-01-06,4.4,1.3,10.7,0.0,8.8,5.3,2.1,19.0,30.5,1016.7,1023.8,11.08,4.3,1.8,9.399999999999999
부산,2019-01-07,4.4,0.7,9.5,0.0,9.3,6.8,3.5,16.0,22.8,1016.7,1024.0,11.38,2.9,1.0,8.8
부산,2019-01-08,3.2,-0.7,8.2,0.0,9.7,5.3,3.0,24.0,35.5,1016.3,1022.3,11.9,3.6,0.0,8.899999999999999
부산,2019-01-09,2.3,-2.6,7.6,0.0,10.7,6.3,3.0,30.0,36.8,1021.3,1027.0,10.22,5.3,0.1,10.2
부산,2019-01-10,4.8,2.5,9.0,0.0,11.1,6.5,3.3,16.0,35.1,1014.4,1021.1,10.71,4.8,4.3,6.5
부산,2019-01-11,6.2,0.4,12.2,0.0,9.8,6.8,2.6,36.0,54.9,1014.8,1020.7,9.68,5.0,1.8,11.799999999999999
부산,2019-01-12,6.2,4.7,8.3,0.7,9.4,6.8,3.2,60.0,78.8,1011.7,1018.5,3.89,8.9,6.4,3.6000000000000005
부산,2019-01-13,6.8,3.2,12.5,0.7,9.6,6.5,2.5,42.0,56.1,1014.1,1021.4,10.03,2.6,2.6,9.3
부산,2019-01-14,7.3,2.4,13.5,0.7,7.7,4.9,1.5,31.0,43.8,1014.9,1021.8,12.46,3.0,0.0,11.1
부산,2019-01-15,5.6,1.4,10.4,0.7,9.9,5.9,3.3,29.0,42.3,1012.1,1019.1,10.79,6.0,1.4,9.0
부산,2019-01-16,0.0,-4.4,5.6,0.7,11.3,6.9,3.5,16.0,28.9,1014.6,1021.2,13.77,1.5,0.0,10.0
부산,2019-01-17,2.4,-2.0,7.6,0.7,12.0,6.4,3.3,31.0,43.5,1013.4,1019.3,13.41,0.9,0.0,9.6
부산,2019-01-18,5.5,1.1,10.8,0.7,10.9,6.3,3.1,22.0,30.4,1017.2,1024.4,13.7,2.1,0.0,9.700000000000001
부산,2019-01-19,7.5,4.2,12.2,0.5,8.7,6.1,2.5,26.0,49.1,1013.0,1016.5,9.62,8.0,5.6,7.999999999999999
부산,2019-01-20,5.5,0.5,10.6,0.2,10.8,5.9,3.1,24.0,46.1,1009.3,1015.2,12.88,2.0,1.9,10.1
부산,2019-01-21,2.8,-2.3,7.9,0.2,10.6,7.3,3.6,26.0,34.6,1011.6,1017.6,14.18,0.0,0.0,10.2
부산,2019-01-22,5.5,0.9,10.6,0.2,9.9,6.0,2.7,24.0,43.8,1010.4,1017.2,14.05,0.0,0.0,9.7
부산,2019-01-23,6.5,2.1,10.7,0.2,8.8,6.1,3.3,34.0,44.3,1010.1,1017.0,12.83,0.0,0.0,8.6
부산,2019-01-24,5.7,1.5,11.6,0.2,8.7,6.5,2.6,18.0,30.0,1013.7,1020.4,13.54,0.0,0.0,10.1
부산,2019-01-25,4.2,-0.1,7.9,0.2,13.4,6.4,3.1,16.0,25.1,1012.2,1017.9,8.96,4.8,1.6,8.0
부산,2019-01-26,1.0,-2.6,6.3,0.2,13.6,7.9,4.2,16.0,25.0,1015.5,1021.2,15.2,0.0,0.0,8.9
부산,2019-01-27,3.9,-0.7,9.0,0.2,10.8,7.4,3.7,17.0,29.1,1016.8,1021.8,15.49,0.3,0.0,9.7
부산,2019-01-28,5.3,2.0,10.9,0.2,12.0,8.2,4.5,19.0,37.4,1012.0,1016.8,12.74,2.8,0.9,8.9
부산,2019-01-29,5.2,-0.6,11.4,0.2,9.7,6.7,1.7,28.0,46.0,1017.7,1023.8,14.39,0.8,0.0,12.0
부산,2019-01-30,8.6,5.4,13.7,0.2,7.6,5.9,3.3,22.0,35.9,1014.4,1019.9,14.03,7.6,7.6,8.299999999999999
부산,2019-01-31,2.2,-1.5,8.9,11.3,12.0,7.2,3.7,26.0,73.4,1008.6,1014.6,1.96,7.0,6.0,10.4
부산,2019-02-01,0.4,-4.2,5.5,11.3,13.5,7.1,4.2,40.0,51.5,1013.2,1018.8,15.77,1.9,1.9,9.7
부산,2019-02-02,4.2,-1.3,8.3,11.3,10.5,6.4,3.2,39.0,55.1,1014.0,1020.7,15.56,2.5,2.0,9.600000000000001
부산,2019-02-03,11.6,7.4,14.9,21.4,15.8,9.5,4.8,64.0,84.9,1003.6,1007.3,2.57,9.9,7.1,7.5
부산,2019-02-04,6.8,3.4,10.5,21.4,12.8,6.3,3.3,16.0,28.5,1014.0,1013.7,15.67,4.1,1.1,7.1
부산,2019-02-05,8.0,2.5,13.0,21.4,9.3,6.7,2.1,18.0,40.4,1013.0,1018.0,15.66,2.8,0.0,10.5
부산,2019-02-06,10.5,6.6,15.5,21.4,8.8,6.2,3.0,23.0,45.6,1007.5,1013.8,15.29,5.4,0.0,8.9
부산,2019-02-07,8.3,1.5,13.4,0.0,13.2,6.5,3.8,15.0,45.0,1008.6,1013.9,8.3,6.6,1.8,11.9
부산,2019-02-08,3.2,-1.4,9.0,0.0,11.8,7.8,3.2,22.0,40.0,1013.4,1020.4,13.85,5.4,1.3,10.4
부산,2019-02-09,2.5,0.2,5.6,0.0,12.0,6.6,3.4,19.0,28.5,1014.4,1019.8,14.37,8.0,1.5,5.3999999999999995
부산,2019-02-10,4.0,-1.3,9.7,0.0,10.5,6.9,2.4,29.0,48.0,1018.1,1024.7,10.18,7.0,3.4,11.0
부산,2019-02-11,2.9,0.0,6.8,0.0,10.1,6.8,3.2,22.0,29.9,1019.5,1024.3,16.42,3.5,1.3,6.8
부산,2019-02-12,4.0,-0.5,9.4,0.0,13.0,7.6,3.6,25.0,33.1,1023.0,1030.0,16.04,3.3,1.3,9.9
부산,2019-02-13,4.6,1.2,9.0,0.0,9.0,6.1,3.1,23.0,31.8,1020.9,1027.3,16.06,2.3,0.0,7.8
부산,2019-02-14,5.2,2.0,11.3,0.0,7.3,4.1,2.7,28.0,54.5,1020.9,1027.4,13.55,5.9,4.5,9.3
부산,2019-02-15,6.3,4.0,8.8,1.3,9.7,6.7,3.0,37.0,62.9,1012.8,1018.4,7.25,8.4,4.9,4.800000000000001
부산,2019-02-16,3.2,0.4,7.5,1.3,10.4,5.9,3.3,29.0,42.8,1011.7,1018.4,16.83,5.9,0.6,7.1
부산,2019-02-17,3.2,-1.7,9.5,1.3,9.1,5.5,2.9,18.0,30.9,1014.8,1022.1,18.76,1.8,0.0,11.2
부산,2019-02-18,6.5,2.2,10.5,0.0,9.3,6.2,2.3,17.0,28.3,1015.4,1022.3,8.27,9.3,4.8,8.3
부산,2019-02-19,7.1,5.4,10.4,28.8,10.6,6.6,2.6,52.0,89.9,1007.9,1012.2,4.73,7.6,6.1,5.0
부산,2019-02-20,5.6,2.0,10.3,28.8,12.1,7.7,3.1,34.0,54.3,1014.1,1019.1,17.6,2.6,0.1,8.3
부산,2019-02-21,6.9,1.5,12.7,28.8,7.8,5.1,2.2,43.0,56.5,1016.4,1023.5,16.79,5.6,2.6,11.2
부산,2019-02-22,9.0,5.3,14.1,28.8,5.7,3.5,1.7,42.0,60.1,1011.5,1017.3,11.99,7.9,3.9,8.8
부산,2019-02-23,9.2,6.5,15.2,28.8,11.1,5.4,3.3,34.0,55.1,1014.2,1019.3,13.89,6.0,2.1,8.7
부산,2019-02-24,9.0,4.6,13.8,28.8,7.9,5.7,2.7,37.0,54.3,1013.8,1019.5,18.85,1.6,0.0,9.200000000000001
부산,2019-02-25,10.8,6.4,16.2,28.8,9.2,5.5,2.5,25.0,50.6,1010.9,1017.7,18.21,2.8,0.3,9.799999999999999
부산,2019-02-26,10.9,6.5,16.0,28.8,6.3,4.4,1.6,21.0,57.5,1013.8,1020.5,17.62,4.3,3.1,9.5
부산,2019-02-27,10.4,8.8,13.0,0.0,7.4,3.6,2.2,51.0,62.5,1012.5,1017.9,6.8,9.8,7.1,4.199999999999999
부산,2019-02-28,10.6,7.5,16.5,0.0,8.2,4.3,2.1,39.0,63.3,1008.9,1015.3,12.32,6.0,4.3,9.0
부산,2019-03-01,10.6,7.0,16.1,0.0,7.5,5.7,2.0,21.0,47.9,1011.8,1018.7,17.73,3.1,0.0,9.100000000000001
부산,2019-03-02,10.7,7.1,15.5,0.0,8.4,4.6,2.4,41.0,54.5,1010.4,1016.3,12.56,5.1,2.8,8.4
부산,2019-03-03,11.5,9.5,15.4,0.0,8.2,4.1,2.8,36.0,52.8,1003.8,1009.7,8.03,9.6,7.8,5.9
부산,2019-03-04,11.4,8.8,16.9,0.0,8.8,5.1,2.5,33.0,52.6,1004.8,1009.0,17.51,4.8,2.5,8.099999999999998
부산,2019-03-05,12.0,7.9,16.0,0.0,8.4,6.2,2.9,29.0,54.8,1011.6,1018.7,14.15,6.1,2.5,8.1
부산,2019-03-06,10.7,8.8,13.8,1.1,8.0,5.9,1.7,37.0,67.3,1006.4,1011.8,6.8,7.4,6.3,5.0
부산,2019-03-07,9.7,7.3,14.0,1.1,8.5,5.2,2.4,37.0,58.4,1009.3,1012.6,12.57,4.3,4.3,6.7
부산,2019-03-08,10.5,5.6,14.5,1.1,9.1,6.7,3.2,41.0,61.9,1016.0,1022.6,20.16,0.6,0.6,8.9
부산,2019-03-09,11.8,7.4,15.4,1.1,9.7,7.4,3.8,37.0,58.0,1013.2,1018.6,19.07,4.9,3.3,8.0
부산,2019-03-10,8.4,6.7,12.2,29.7,12.3,7.2,3.6,63.0,88.1,1003.4,1008.0,2.7,9.1,6.5,5.499999999999999
부산,2019-03-11,9.8,5.8,14.5,0.0,11.2,7.4,4.4,38.0,60.3,1000.2,1006.2,19.87,3.4,0.3,8.7
부산,2019-03-12,9.4,4.5,14.8,0.1,15.2,8.7,4.7,32.0,53.1,1001.9,1008.1,20.69,2.0,0.6,10.3
부산,2019-03-13,5.5,0.5,11.4,0.1,16.1,9.0,4.9,18.0,30.6,1011.1,1013.5,18.27,1.6,1.6,10.9
부산,2019-03-14,8.0,2.7,12.1,0.1,9.8,6.7,3.8,14.0,31.9,1014.7,1021.4,22.69,1.5,0.0,9.399999999999999
부산,2019-03-15,8.2,3.6,13.3,4.0,12.8,7.6,4.4,37.0,55.8,1009.4,1013.3,15.65,4.0,1.3,9.700000000000001
부산,2019-03-16,7.7,2.5,12.6,4.0,12.2,8.3,4.4,27.0,56.3,1010.9,1015.2,21.77,0.0,0.0,10.1
부산,2019-03-17,9.9,5.4,15.4,4.0,9.6,5.9,3.0,24.0,47.6,1013.6,1019.1,23.14,0.3,0.0,10.0
부산,2019-03-18,11.5,8.1,14.4,4.0,10.5,7.0,4.0,45.0,58.4,1011.4,1016.7,14.84,8.3,2.4,6.300000000000001
부산,2019-03-19,13.9,9.2,19.3,4.0,8.0,5.7,3.0,25.0,49.0,1007.5,1014.5,21.27,1.8,0.9,10.100000000000001
부산,2019-03-20,13.8,11.2,17.2,33.7,11.3,7.5,2.8,32.0,70.0,1004.8,1004.4,9.13,9.0,3.6,6.0
부산,2019-03-21,15.6,10.6,21.0,5.7,19.7,12.7,5.3,35.0,63.9,996.7,1000.9,18.48,7.8,2.5,10.4
부산,2019-03-22,9.4,5.4,14.4,5.7,11.7,7.2,3.4,24.0,48.4,1007.6,1011.8,22.19,3.0,0.0,9.0
부산,2019-03-23,7.0,3.7,13.5,5.7,14.7,9.1,3.9,15.0,36.9,1010.9,1015.3,22.8,4.3,1.3,9.8
부산,2019-03-24,6.9,2.0,11.1,5.7,11.3,8.0,4.6,26.0,44.8,1012.2,1017.9,25.2,0.0,0.0,9.1
부산,2019-03-25,8.7,4.5,11.8,5.7,11.0,7.5,4.3,28.0,41.6,1009.3,1016.1,14.19,6.5,1.6,7.300000000000001
부산,2019-03-26,13.6,7.2,20.7,5.7,9.1,6.3,2.8,19.0,44.8,1008.7,1015.4,22.92,0.5,0.0,13.5
부산,2019-03-27,14.8,12.3,18.7,5.7,16.0,11.4,7.2,31.0,48.5,1006.1,1011.3,22.4,4.0,0.0,6.399999999999999
부산,2019-03-28,12.8,10.7,16.1,5.7,11.9,8.2,2.8,51.0,67.4,1005.0,1011.0,17.79,6.9,2.8,5.400000000000002
부산,2019-03-29,13.9,10.5,17.1,5.7,10.0,7.2,2.9,59.0,73.4,1004.7,1011.6,18.81,6.9,5.0,6.600000000000001
부산,2019-03-30,11.6,5.6,16.1,1.1,14.9,9.3,4.0,28.0,61.8,1002.9,1008.1,18.95,5.9,3.4,10.500000000000002
부산,2019-03-31,7.7,4.4,13.5,1.1,15.1,9.2,4.9,21.0,37.6,1009.3,1014.3,25.43,2.6,1.3,9.1
부산,2019-04-01,7.7,2.1,14.1,1.1,10.0,5.3,2.7,19.0,31.0,1013.1,1019.7,23.17,2.4,1.9,12.0
부산,2019-04-02,9.4,4.5,15.0,1.1,9.9,7.4,3.6,18.0,39.1,1013.0,1019.0,26.09,0.3,0.3,10.5
부산,2019-04-03,9.8,5.7,13.9,1.1,11.3,8.6,4.2,19.0,32.0,1013.9,1020.1,25.98,0.0,0.0,8.2
부산,2019-04-04,12.1,6.0,17.4,1.1,11.6,7.5,4.3,19.0,32.9,1008.8,1013.7,25.95,2.6,0.0,11.399999999999999
부산,2019-04-05,13.9,10.1,18.0,1.1,12.9,10.0,5.8,29.0,48.4,1001.2,1006.1,22.95,2.1,0.0,7.9
부산,2019-04-06,14.4,10.4,18.4,1.1,7.7,6.0,2.7,24.0,59.0,1003.3,1009.5,24.6,0.0,0.0,7.999999999999998
부산,2019-04-07,12.4,9.9,15.9,13.2,6.8,4.8,2.1,56.0,76.4,1001.9,1008.9,6.73,7.4,5.1,6.0
부산,2019-04-08,13.1,9.5,18.3,13.2,9.8,6.7,3.1,34.0,65.1,1006.2,1010.0,23.71,4.0,1.5,8.8
부산,2019-04-09,11.2,8.4,15.8,8.3,15.6,7.7,4.5,41.0,59.1,1008.6,1009.1,15.64,7.4,5.6,7.4
부산,2019-04-10,9.7,7.9,12.9,6.9,14.5,7.1,4.0,62.0,74.4,1001.2,1005.8,7.84,9.4,8.0,5.0
부산,2019-04-11,10.2,6.8,14.2,6.9,7.3,4.0,2.3,48.0,61.3,1006.8,1013.8,14.37,6.6,3.8,7.3999999999999995
부산,2019-04-12,11.8,7.4,16.4,2.5,8.9,6.1,2.6,35.0,59.1,1009.8,1015.9,21.61,4.8,3.1,8.999999999999998
부산,2019-04-13,13.5,9.2,17.2,2.5,8.9,6.4,3.0,36.0,51.0,1011.9,1018.8,20.45,5.3,2.4,8.0
부산,2019-04-14,13.3,10.6,15.6,0.0,13.8,9.0,4.4,35.0,50.9,1006.3,1011.0,7.75,6.4,5.0,5.0
부산,2019-04-15,12.7,7.9,17.9,0.0,9.5,6.1,3.6,21.0,40.3,1010.0,1015.7,27.18,0.0,0.0,9.999999999999998
부산,2019-04-16,16.0,10.3,21.2,0.0,7.8,6.1,2.3,18.0,37.0,1009.0,1015.3,24.57,4.9,0.0,10.899999999999999
부산,2019-04-17,18.0,14.3,23.4,0.0,11.5,6.7,3.9,21.0,43.5,1004.2,1010.0,21.63,4.8,4.3,9.099999999999998
부산,2019-04-18,16.4,14.2,20.0,0.0,11.6,8.4,5.2,44.0,60.8,1003.6,1010.4,26.73,2.6,0.0,5.800000000000001
부산,2019-04-19,13.8,10.1,16.8,0.0,9.8,5.3,3.3,52.0,61.4,1008.9,1012.9,14.3,7.8,4.9,6.700000000000001
부산,2019-04-20,14.4,9.7,18.2,0.0,7.7,6.3,2.9,49.0,61.0,1006.8,1011.8,27.16,1.1,1.1,8.5
부산,2019-04-21,17.2,13.4,22.0,0.0,7.3,5.3,2.5,45.0,65.4,1004.4,1011.1,18.79,6.8,1.6,8.6
부산,2019-04-22,17.1,14.1,22.2,0.0,8.4,4.8,2.8,43.0,62.5,1008.1,1014.2,26.11,3.6,0.0,8.1
부산,2019-04-23,16.2,14.5,19.5,7.3,6.9,4.8,2.1,45.0,73.4,1005.8,1011.0,7.69,9.4,3.9,5.0
부산,2019-04-24,16.8,15.1,20.5,16.1,7.8,5.5,2.1,83.0,95.1,998.4,1004.1,9.05,9.5,8.3,5.4
부산,2019-04-25,14.8,13.0,16.3,0.1,9.2,4.6,2.8,53.0,73.0,1000.0,1006.3,6.08,9.9,7.4,3.3000000000000007
부산,2019-04-26,11.3,8.5,13.1,5.3,8.3,4.7,2.4,74.0,86.8,1002.9,1007.3,3.24,9.5,6.9,4.6
부산,2019-04-27,12.1,8.1,16.3,5.3,8.2,5.4,2.8,47.0,58.4,1012.8,1017.0,25.62,4.8,2.0,8.200000000000001
부산,2019-04-28,13.2,10.7,16.9,5.3,6.6,4.3,1.8,44.0,58.3,1012.6,1018.7,15.23,7.5,4.0,6.199999999999999
부산,2019-04-29,13.0,12.1,13.8,25.3,8.0,4.9,2.6,60.0,87.9,1005.2,1009.1,2.56,9.9,8.3,1.700000000000001
부산,2019-04-30,15.6,13.1,18.9,0.0,7.6,4.2,2.1,70.0,83.5,1000.1,1006.6,12.68,8.3,6.1,5.799999999999999
부산,2019-05-01,17.0,14.3,20.8,0.0,10.4,7.6,2.9,40.0,72.1,997.1,1002.2,18.14,7.0,6.1,6.5
부산,2019-05-02,17.6,14.8,21.7,0.0,10.0,7.0,3.8,38.0,54.8,1002.9,1006.0,28.13,0.0,0.0,6.899999999999999
부산,2019-05-03,19.1,15.3,23.1,0.0,6.9,4.5,2.4,26.0,41.9,1008.1,1013.8,28.63,0.0,0.0,7.800000000000001
부산,2019-05-04,19.1,15.1,23.6,0.0,7.0,4.0,1.8,35.0,53.0,1009.7,1016.8,26.14,3.9,0.0,8.500000000000002
부산,2019-05-05,19.6,15.4,23.9,0.0,9.3,6.6,3.8,32.0,51.5,1007.8,1013.5,26.47,5.5,0.0,8.499999999999998
부산,2019-05-06,16.6,12.8,21.3,0.0,10.0,6.8,3.3,30.0,55.4,1006.6,1012.7,24.62,4.3,3.5,8.5
부산,2019-05-07,15.2,11.0,20.0,0.0,9.7,8.0,3.9,23.0,49.0,1008.1,1014.3,29.66,0.9,0.9,9.0
